,run,epoch,loss,val_loss,accuracy,val_accuracy,epoch duration,run duration,lr
0,1,1,2.984385057259351,0.42431220412254333,78.34166666666667,87.0,3.479832410812378,3.479832410812378,0.01
1,1,2,0.36699842909971875,0.3891122043132782,86.91875,83.0,3.2750277519226074,6.761815309524536,0.01
2,1,3,0.31499498221091926,0.2700401246547699,88.74791666666667,90.0,3.275764226913452,10.047004461288452,0.01
3,1,4,0.28518518158234657,0.20094673335552216,89.73958333333333,91.0,3.3187193870544434,13.37366533279419,0.01
4,1,5,0.2689911241643131,0.21104946732521057,90.16875,92.0,3.278395652770996,16.65998148918152,0.01
5,1,6,0.2589999706484377,0.34744614362716675,90.71041666666666,82.0,3.3247768878936768,19.99471378326416,0.01
6,1,7,0.25042248526588085,0.17901647090911865,90.97291666666666,94.0,3.374347448348999,23.380450010299683,0.01
7,1,8,0.24847171360937256,0.24599462747573853,91.02708333333334,89.0,3.5610485076904297,26.954889059066772,0.01
8,1,9,0.2514633047549675,0.25693953037261963,90.9625,90.0,3.646566390991211,30.615344047546387,0.01
9,1,10,0.24515587110072373,0.17927123606204987,91.27083333333333,95.0,3.349313497543335,33.97408103942871,0.01
10,2,1,0.46377823716029526,0.3744446635246277,83.71041666666666,87.0,3.2779042720794678,3.2779042720794678,0.001
11,2,2,0.30811286593476933,0.2982894778251648,89.04583333333333,92.0,3.4412426948547363,6.73105263710022,0.001
12,2,3,0.2670581421038757,0.31051838397979736,90.35208333333334,86.0,3.39050555229187,10.139909267425537,0.001
13,2,4,0.24273477032159765,0.2288416028022766,91.16666666666667,92.0,3.4819140434265137,13.632736206054688,0.001
14,2,5,0.2209412709188958,0.1283896416425705,92.075,96.0,3.3594682216644287,17.003612995147705,0.001
15,2,6,0.20748122229706495,0.21542033553123474,92.64166666666667,92.0,3.316385507583618,20.330885648727417,0.001
16,2,7,0.19067042293803146,0.1276322901248932,93.08541666666666,96.0,3.3901865482330322,23.733464241027832,0.001
17,2,8,0.17637344151735307,0.11868520081043243,93.625,98.0,3.5710747241973877,27.31644344329834,0.001
18,2,9,0.1629435570212081,0.0981932058930397,94.10833333333333,96.0,3.501166582107544,30.831992149353027,0.001
19,2,10,0.15505090294561039,0.20232675969600677,94.43125,94.0,3.4032998085021973,34.252652168273926,0.001
20,3,1,0.4926164708100259,0.5091692209243774,82.99583333333334,85.0,3.207423448562622,3.207423448562622,0.0001
21,3,2,0.32170137843738,0.3023323118686676,88.47291666666666,89.0,3.377394676208496,6.599201917648315,0.0001
22,3,3,0.28191664918946724,0.2895980775356293,89.9625,89.0,3.414052963256836,10.029595375061035,0.0001
23,3,4,0.2537763966868321,0.2944006323814392,90.9375,90.0,3.2825417518615723,13.325997114181519,0.0001
24,3,5,0.23818243518471718,0.3097337782382965,91.46875,89.0,3.4500653743743896,16.79030680656433,0.0001
25,3,6,0.21784697878174483,0.2216234803199768,92.2625,91.0,3.545551061630249,20.349745750427246,0.0001
26,3,7,0.20792076072345178,0.16569069027900696,92.57083333333334,95.0,3.5560615062713623,23.92862343788147,0.0001
27,3,8,0.1928899869788438,0.13524290919303894,93.07083333333334,96.0,4.361333608627319,28.3068208694458,0.0001
28,3,9,0.18577290851778042,0.21459946036338806,93.34583333333333,94.0,4.3313586711883545,32.65404653549194,0.0001
29,3,10,0.17795353083250423,0.21663905680179596,93.68958333333333,92.0,5.830470085144043,38.51526927947998,0.0001
